阿坝,a'ba
东山县,dong'shan'xian
东胜,dong'sheng
东胜区,dong'sheng'qu
东胜市,dong'sheng'shi
东市,dong'shi
东市区,dong'shi'qu
东台,dong'tai
东台市,dong'tai'shi
洞头,dong'tou
洞头县,dong'tou'xian
东乌,dong'wu
东乌珠穆沁,dong'wu'zhu'mu'qin
东乌珠穆沁旗,dong'wu'zhu'mu'qin'qi
东西湖,dong'xi'hu
东西湖区,dong'xi'hu'qu
东乡,dong'xiang
东乡县,dong'xiang'xian
东乡族,dong'xiang'zu
东乡族自治县,dong'xiang'zu'zi'zhi'xian
东兴,dong'xing
东兴区,dong'xing'qu
东兴市,dong'xing'shi
东阳,dong'yang
东阳市,dong'yang'shi
东营,dong'ying
东营区,dong'ying'qu
东营市,dong'ying'shi
东源,dong'yuan
东源县,dong'yuan'xian
东至,dong'zhi
东至县,dong'zhi'xian
东洲,dong'zhou
东洲区,dong'zhou'qu
侗族,dong'zu
斗门,dou'men
斗门县,dou'men'xian
都安,du'an
都安瑶族自治县,du'an'yao'zu'zi'zhi'xian
都昌,du'chang
都昌县,du'chang'xian
杜尔伯特,du'er'bo'te
杜尔伯特蒙古族自治县,du'er'bo'te'meng'gu'zu'zi'zhi'xian
杜集,du'ji
杜集区,du'ji'qu
都江堰,du'jiang'yan
都江堰市,du'jiang'yan'shi
都兰,du'lan
都兰县,du'lan'xian
独龙族,du'long'zu
独山,du'shan
独山县,du'shan'xian
独山子,du'shan'zi
独山子区,du'shan'zi'qu
都匀,du'yun
都匀市,du'yun'shi
端州,duan'zhou
端州区,duan'zhou'qu
对赫勒拿,dui'he'le'na
堆龙德庆,dui'long'de'qing
堆龙德庆县,dui'long'de'qing'xian
敦化,dun'hua
敦化市,dun'hua'shi
敦煌,dun'huang
敦煌市,dun'huang'shi
多哥,duo'ge
多哥共和国,duo'ge'gong'he'guo
多伦,duo'lun
多伦县,duo'lun'xian
多米尼加,duo'mi'ni'jia
多米尼加共和国,duo'mi'ni'jia'gong'he'guo
多米尼加联邦,duo'mi'ni'jia'lian'bang
多米尼克,duo'mi'ni'ke
多米尼克联邦,duo'mi'ni'ke'lian'bang
峨边,e'bian
峨边彝族自治县,e'bian'yi'zu'zi'zhi'xian
鄂城,e'cheng
鄂城区,e'cheng'qu
鄂尔多斯,e'er'duo'si
鄂尔多斯市,e'er'duo'si'shi
额尔古纳,e'er'gu'na
额尔古纳市,e'er'gu'na'shi
厄瓜多尔,e'gua'duo'er
厄瓜多尔共和国,e'gua'duo'er'gong'he'guo
额济纳,e'ji'na
额济纳旗,e'ji'na'qi
厄立特里亚,e'li'te'li'ya
厄立特里亚国,e'li'te'li'ya'guo
鄂伦春,e'lun'chun
鄂伦春自治旗,e'lun'chun'zi'zhi'qi
鄂伦春族,e'lun'chun'zu
俄罗斯,e'luo'si
俄罗斯联邦,e'luo'si'lian'bang
俄罗斯族,e'luo'si'zu
峨眉山,e'mei'shan
峨眉山市,e'mei'shan'shi
额敏,e'min
额敏县,e'min'xian
峨山,e'shan
峨山彝族自治县,e'shan'yi'zu'zi'zhi'xian
鄂托克,e'tuo'ke
鄂托克旗,e'tuo'ke'qi
鄂托克前旗,e'tuo'ke'qian'qi
鄂温克,e'wen'ke
鄂温克族,e'wen'ke'zu
鄂温克族自治旗,e'wen'ke'zu'zi'zhi'qi
鄂州,e'zhou
鄂州市,e'zhou'shi
恩平,en'ping
恩平市,en'ping'shi
恩施,en'shi
恩施市,en'shi'shi
恩施土家族苗族自治州,en'shi'tu'jia'zu'miao'zu'zi'zhi'zhou
二道,er'dao
二道江,er'dao'jiang
二道江区,er'dao'jiang'qu
二道区,er'dao'qu
二连浩特,er'lian'hao'te
二连浩特市,er'lian'hao'te'shi
二七,er'qi
二七区,er'qi'qu
洱源,er'yuan
洱源县,er'yuan'xian
法国,fa'guo
法库,fa'ku
法库县,fa'ku'xian
法兰西共和国,fa'lan'xi'gong'he'guo
法罗群岛,fa'luo'qun'dao
法属波利尼西亚,fa'shu'bo'li'ni'xi'ya
法属玻利尼西亚,fa'shu'bo'li'ni'xi'ya
法属瓜德罗普岛,fa'shu'gua'de'luo'pu'dao
法属圭亚那,fa'shu'gui'ya'na
法属留尼汪岛,fa'shu'liu'ni'wang'dao
法属马提尼克岛,fa'shu'ma'ti'ni'ke'dao
法属南半球领地,fa'shu'nan'ban'qiu'ling'di
法属南部领土,fa'shu'nan'bu'ling'tu
繁昌,fan'chang
繁昌县,fan'chang'xian
樊城,fan'cheng
樊城区,fan'cheng'qu
梵蒂冈,fan'di'gang
梵地冈,fan'di'gang
梵蒂冈城国,fan'di'gang'cheng'guo
繁峙,fan'shi
繁峙县,fan'shi'xian
范县,fan'xian
防城,fang'cheng
方城,fang'cheng
防城港,fang'cheng'gang
防城港市,fang'cheng'gang'shi
防城区,fang'cheng'qu
方城县,fang'cheng'xian
芳村,fang'cun
芳村区,fang'cun'qu
房山,fang'shan
方山,fang'shan
房山区,fang'shan'qu
方山县,fang'shan'xian
房县,fang'xian
方正,fang'zheng
方正县,fang'zheng'xian
坊子,fang'zi
坊子区,fang'zi'qu
肥城,fei'cheng
肥城市,fei'cheng'shi
肥东,fei'dong
肥东县,fei'dong'xian
斐济,fei'ji
斐济共和国,fei'ji'gong'he'guo
菲律宾,fei'lv'bin
菲律宾共和国,fei'lv'bin'gong'he'guo
肥西,fei'xi
肥西县,fei'xi'xian
费县,fei'xian
肥乡,fei'xiang
肥乡县,fei'xiang'xian
芬兰,fen'lan
芬兰共和国,fen'lan'gong'he'guo
汾西,fen'xi
汾西县,fen'xi'xian
汾阳,fen'yang
汾阳市,fen'yang'shi
分宜,fen'yi
分宜县,fen'yi'xian
丰城,feng'cheng
凤城,feng'cheng
丰城市,feng'cheng'shi
凤城市,feng'cheng'shi
丰都,feng'du
丰都县,feng'du'xian
峰峰,feng'feng
峰峰矿区,feng'feng'kuang'qu
凤冈,feng'gang
凤冈县,feng'gang'xian
奉化,feng'hua
奉化市,feng'hua'shi
凤凰,feng'huang
凤凰县,feng'huang'xian
奉节,feng'jie
奉节县,feng'jie'xian
封开,feng'kai
封开县,feng'kai'xian
丰满,feng'man
丰满区,feng'man'qu
丰南,feng'nan
丰南市,feng'nan'shi
丰宁,feng'ning
丰宁满族自治县,feng'ning'man'zu'zi'zhi'xian
凤庆,feng'qing
凤庆县,feng'qing'xian
封丘,feng'qiu
封丘县,feng'qiu'xian
丰润,feng'run
丰润县,feng'run'xian
凤山,feng'shan
凤山县,feng'shan'xian
丰顺,feng'shun
丰顺县,feng'shun'xian
丰台,feng'tai
凤台,feng'tai
丰台区,feng'tai'qu
凤台县,feng'tai'xian
丰县,feng'xian
凤县,feng'xian
奉贤,feng'xian
奉贤县,feng'xian'xian
凤翔,feng'xiang
凤翔县,feng'xiang'xian
奉新,feng'xin
奉新县,feng'xin'xian
凤阳,feng'yang
凤阳县,feng'yang'xian
丰泽,feng'ze
丰泽区,feng'ze'qu
丰镇,feng'zhen
丰镇市,feng'zhen'shi
佛得角,fo'de'jiao
佛得角共和国,fo'de'jiao'gong'he'guo
佛冈,fo'gang
佛冈县,fo'gang'xian
佛坪,fo'ping
佛坪县,fo'ping'xian
佛山,fo'shan
佛山市,fo'shan'shi
福安,fu'an
福安市,fu'an'shi
阜城,fu'cheng
涪城,fu'cheng
涪城区,fu'cheng'qu
阜城县,fu'cheng'xian
富川,fu'chuan
富川瑶族自治县,fu'chuan'yao'zu'zi'zhi'xian
福鼎,fu'ding
福鼎市,fu'ding'shi
扶风,fu'feng
扶风县,fu'feng'xian
福贡,fu'gong
福贡县,fu'gong'xian
扶沟,fu'gou
扶沟县,fu'gou'xian
府谷,fu'gu
府谷县,fu'gu'xian
福海,fu'hai
福海县,fu'hai'xian
福建,fu'jian
福建省,fu'jian'sheng
富锦,fu'jin
富锦市,fu'jin'shi
阜康,fu'kang
阜康市,fu'kang'shi
福克兰群岛,fu'ke'lan'qun'dao
富拉尔基,fu'la'er'ji
富拉尔基区,fu'la'er'ji'qu
浮梁,fu'liang
浮梁县,fu'liang'xian
涪陵,fu'ling
涪陵区,fu'ling'qu
富民,fu'min
富民县,fu'min'xian
阜南,fu'nan
阜南县,fu'nan'xian
阜宁,fu'ning
富宁,fu'ning
抚宁,fu'ning
阜宁县,fu'ning'xian
富宁县,fu'ning'xian
抚宁县,fu'ning'xian
阜平,fu'ping
富平,fu'ping
阜平县,fu'ping'xian
富平县,fu'ping'xian
福清,fu'qing
福清市,fu'qing'shi
福泉,fu'quan
福泉市,fu'quan'shi
芙蓉,fu'rong
芙蓉区,fu'rong'qu
浮山,fu'shan
福山,fu'shan
福山区,fu'shan'qu
浮山县,fu'shan'xian
富顺,fu'shun
抚顺,fu'shun
抚顺市,fu'shun'shi
富顺县,fu'shun'xian
抚顺县,fu'shun'xian
抚松,fu'song
抚松县,fu'song'xian
扶绥,fu'sui
扶绥县,fu'sui'xian
福田,fu'tian
福田区,fu'tian'qu
富县,fu'xian
阜新,fu'xin
阜新蒙古族自治县,fu'xin'meng'gu'zu'zi'zhi'xian
阜新市,fu'xin'shi
复兴,fu'xing
复兴区,fu'xing'qu
阜阳,fu'yang
富阳,fu'yang
阜阳市,fu'yang'shi
富阳市,fu'yang'shi
富裕,fu'yu
扶余,fu'yu
富裕县,fu'yu'xian
扶余县,fu'yu'xian
富源,fu'yuan
抚远,fu'yuan
富源县,fu'yuan'xian
抚远县,fu'yuan'xian
富蕴,fu'yun
富蕴县,fu'yun'xian
抚州,fu'zhou
福州,fu'zhou
抚州市,fu'zhou'shi
福州市,fu'zhou'shi
噶尔,ga'er
噶尔县,ga'er'xian
伽师,ga'shi
伽师县,ga'shi'xian
改则,gai'ze
改则县,gai'ze'xian
盖州,gai'zhou
盖州市,gai'zhou'shi
甘德,gan'de
甘德县,gan'de'xian
甘谷,gan'gu
甘谷县,gan'gu'xian
甘井子,gan'jing'zi
甘井子区,gan'jing'zi'qu
甘洛,gan'luo
甘洛县,gan'luo'xian
甘南,gan'nan
甘南县,gan'nan'xian
甘南藏族自治州,gan'nan'zang'zu'zi'zhi'zhou
甘泉,gan'quan
甘泉县,gan'quan'xian
甘肃,gan'su
甘肃省,gan'su'sheng
赣县,gan'xian
赣榆,gan'yu
赣榆县,gan'yu'xian
赣州,gan'zhou
赣州市,gan'zhou'shi
甘孜,gan'zi
甘孜县,gan'zi'xian
甘孜藏族自治州,gan'zi'zang'zu'zi'zhi'zhou
岗巴,gang'ba
岗巴县,gang'ba'xian
港北,gang'bei
港北区,gang'bei'qu
冈比亚,gang'bi'ya
冈比亚共和国,gang'bi'ya'gong'he'guo
刚察,gang'cha
刚察县,gang'cha'xian
钢城,gang'cheng
钢城区,gang'cheng'qu
刚果,gang'guo
刚果共和国,gang'guo'gong'he'guo
港口,gang'kou
港口区,gang'kou'qu
港南,gang'nan
港南区,gang'nan'qu
港闸,gang'zha
港闸区,gang'zha'qu
高安,gao'an
高安市,gao'an'shi
高碑店,gao'bei'dian
高碑店市,gao'bei'dian'shi
藁城,gao'cheng
藁城市,gao'cheng'shi
高淳,gao'chun
高淳县,gao'chun'xian
高港,gao'gang
高港区,gao'gang'qu
皋兰,gao'lan
皋兰县,gao'lan'xian
高陵,gao'ling
高陵县,gao'ling'xian
高密,gao'mi
高密市,gao'mi'shi
高明,gao'ming
高明市,gao'ming'shi
高坪,gao'ping
高平,gao'ping
高坪区,gao'ping'qu
高平市,gao'ping'shi
高青,gao'qing
高青县,gao'qing'xian
高山族,gao'shan'zu
高台,gao'tai
高台县,gao'tai'xian
高唐,gao'tang
高唐县,gao'tang'xian
高县,gao'xian
高薪,gao'xin
高薪区,gao'xin'qu
高雄,gao'xiong
高雄市,gao'xiong'shi
高雄县,gao'xiong'xian
高阳,gao'yang
高阳县,gao'yang'xian
高要,gao'yao
高要市,gao'yao'shi
高邑,gao'yi
高邑县,gao'yi'xian
高邮,gao'you
高邮市,gao'you'shi
高州,gao'zhou
高州市,gao'zhou'shi
格尔木,ge'er'mu
格尔木市,ge'er'mu'shi
革吉,ge'ji
革吉县,ge'ji'xian
个旧,ge'jiu
个旧市,ge'jiu'shi
仡佬族,ge'lao'zu
格林纳达,ge'lin'na'da
格林纳丁斯,ge'lin'na'ding'si
格陵兰,ge'ling'lan
格陵兰群岛,ge'ling'lan'qun'dao
格鲁吉亚,ge'lu'ji'ya
格鲁吉亚共和国,ge'lu'ji'ya'gong'he'guo
哥伦比亚,ge'lun'bi'ya
哥伦比亚共和国,ge'lun'bi'ya'gong'he'guo
哥斯达黎加,ge'si'da'li'jia
哥斯达黎加共和国,ge'si'da'li'jia'gong'he'guo
根河,gen'he
根河市,gen'he'shi
耿马,geng'ma
耿马傣族佤族自治县,geng'ma'dai'zu'wa'zu'zi'zhi'xian
公安,gong'an
公安县,gong'an'xian
工布江达,gong'bu'jiang'da
工布江达县,gong'bu'jiang'da'xian
弓长岭,gong'chang'ling
弓长岭区,gong'chang'ling'qu
恭城,gong'cheng
恭城瑶族自治县,gong'cheng'yao'zu'zi'zhi'xian
贡嘎,gong'ga
贡嘎县,gong'ga'xian
共和,gong'he
共和县,gong'he'xian
贡井,gong'jing
贡井区,gong'jing'qu
贡觉,gong'jue
贡觉县,gong'jue'xian
巩留,gong'liu
巩留县,gong'liu'xian
工农,gong'nong
工农区,gong'nong'qu
贡山,gong'shan
贡山独龙族怒族自治县,gong'shan'du'long'zu'nu'zu'zi'zhi'xian
拱墅,gong'shu
拱墅区,gong'shu'qu
珙县,gong'xian
巩义,gong'yi
巩义市,gong'yi'shi
公主岭,gong'zhu'ling
公主岭市,gong'zhu'ling'shi
固安,gu'an
固安县,gu'an'xian
古巴,gu'ba
古巴共和国,gu'ba'gong'he'guo
谷城,gu'cheng
故城,gu'cheng
谷城县,gu'cheng'xian
故城县,gu'cheng'xian
古交,gu'jiao
古交市,gu'jiao'shi
古浪,gu'lang
古浪县,gu'lang'xian
鼓浪屿,gu'lang'yu
鼓浪屿区,gu'lang'yu'qu
古蔺,gu'lin
古蔺县,gu'lin'xian
鼓楼,gu'lou
鼓楼区,gu'lou'qu
固始,gu'shi
固始县,gu'shi'xian
古塔,gu'ta
古塔区,gu'ta'qu
古田,gu'tian
古田县,gu'tian'xian
贾汪区,gu'wang'qu
古县,gu'xian
固阳,gu'yang
固阳县,gu'yang'xian
古冶,gu'ye
古冶区,gu'ye'qu
固原,gu'yuan
沽源,gu'yuan
固原地区,gu'yuan'di'qu
固原县,gu'yuan'xian
沽源县,gu'yuan'xian
古丈,gu'zhang
古丈县,gu'zhang'xian
固镇,gu'zhen
固镇县,gu'zhen'xian
瓜德罗普,gua'de'luo'pu
管城,guan'cheng
管城回族区,guan'cheng'hui'zu'qu
关岛,guan'dao
官渡,guan'du
官渡区,guan'du'qu
关岭,guan'ling
关岭布依族苗族自治县,guan'ling'bu'yi'zu'miao'zu'zi'zhi'xian
灌南,guan'nan
灌南县,guan'nan'xian
馆陶,guan'tao
馆陶县,guan'tao'xian
冠县,guan'xian
灌阳,guan'yang
灌阳县,guan'yang'xian
灌云,guan'yun
灌云县,guan'yun'xian
广安,guang'an
广安区,guang'an'qu
广安市,guang'an'shi
广昌,guang'chang
广昌县,guang'chang'xian
广德,guang'de
广德县,guang'de'xian
广东,guang'dong
广东省,guang'dong'sheng
广丰,guang'feng
广丰县,guang'feng'xian
广汉,guang'han
广汉市,guang'han'shi
广河,guang'he
广河县,guang'he'xian
广陵,guang'ling
广灵,guang'ling
广陵区,guang'ling'qu
广灵县,guang'ling'xian
广南,guang'nan
广南县,guang'nan'xian
广宁,guang'ning
广宁县,guang'ning'xian
广平,guang'ping
广平县,guang'ping'xian
广饶,guang'rao
广饶县,guang'rao'xian
光山,guang'shan
光山县,guang'shan'xian
广水,guang'shui
广水市,guang'shui'shi
广西,guang'xi
广西壮族自治区,guang'xi'zhuang'zu'zi'zhi'qu
广阳,guang'yang
广阳区,guang'yang'qu
广元,guang'yuan
广元市,guang'yuan'shi
光泽,guang'ze
光泽县,guang'ze'xian
广州,guang'zhou
广州市,guang'zhou'shi
广宗,guang'zong
广宗县,guang'zong'xian
贵池,gui'chi
贵池区,gui'chi'qu
贵德,gui'de
贵德县,gui'de'xian
贵定,gui'ding
贵定县,gui'ding'xian
桂东,gui'dong
桂东县,gui'dong'xian
贵港,gui'gang
贵港市,gui'gang'shi
桂林,gui'lin
桂林市,gui'lin'shi
贵南,gui'nan
贵南县,gui'nan'xian
桂平,gui'ping
桂平市,gui'ping'shi
贵溪,gui'xi
贵溪市,gui'xi'shi
圭亚那,gui'ya'na
圭亚那合作共和国,gui'ya'na'he'zuo'gong'he'guo
贵阳,gui'yang
桂阳,gui'yang
贵阳市,gui'yang'shi
桂阳县,gui'yang'xian
贵州,gui'zhou
贵州省,gui'zhou'sheng
果洛,guo'luo
果洛藏族自治州,guo'luo'zang'zu'zi'zhi'zhou
涡阳,guo'yang
涡阳县,guo'yang'xian
哈巴河,ha'ba'he
哈巴河县,ha'ba'he'xian
哈尔滨,ha'er'bin
哈尔滨市,ha'er'bin'shi
哈密,ha'mi
哈密地区,ha'mi'di'qu
哈密市,ha'mi'shi
哈尼族,ha'ni'zu
哈萨克斯坦,ha'sa'ke'si'tan
哈萨克斯坦共和国,ha'sa'ke'si'tan'gong'he'guo
哈萨克族,ha'sa'ke'zu
海安,hai'an
海安县,hai'an'xian
海北,hai'bei
海北藏族自治州,hai'bei'zang'zu'zi'zhi'zhou
海勃湾,hai'bo'wan
海勃湾区,hai'bo'wan'qu
海城,hai'cheng
海城区,hai'cheng'qu
海城市,hai'cheng'shi
海地,hai'di
海地共和国,hai'di'gong'he'guo
海淀,hai'dian
海淀区,hai'dian'qu
海东,hai'dong
海东地区,hai'dong'di'qu
海丰,hai'feng
海丰县,hai'feng'xian
海港,hai'gang
海港区,hai'gang'qu
海口,hai'kou
海口市,hai'kou'shi
海拉尔,hai'la'er
海拉尔市,hai'la'er'shi
海林,hai'lin
海林市,hai'lin'shi
海陵,hai'ling
海陵区,hai'ling'qu
海伦,hai'lun
海伦娜,hai'lun'na
海伦市,hai'lun'shi
海门,hai'men
海门市,hai'men'shi
海南,hai'nan
海南区,hai'nan'qu
海南省,hai'nan'sheng
海南藏族自治州,hai'nan'zang'zu'zi'zhi'zhou
海宁,hai'ning
海宁市,hai'ning'shi
海曙,hai'shu
海曙区,hai'shu'qu
海西,hai'xi
海西蒙古族藏族自治州,hai'xi'meng'gu'zu'zang'zu'zi'zhi'zhou
海兴,hai'xing
海兴县,hai'xing'xian
海晏,hai'yan
海盐,hai'yan
海晏县,hai'yan'xian
海盐县,hai'yan'xian
海阳,hai'yang
海阳市,hai'yang'shi
海原,hai'yuan
海原县,hai'yuan'xian
海州,hai'zhou
海州区,hai'zhou'qu
海珠,hai'zhu
海珠区,hai'zhu'qu
汉滨,han'bin
汉滨区,han'bin'qu
韩城,han'cheng
韩城市,han'cheng'shi
汉川,han'chuan
汉川市,han'chuan'shi
邯郸,han'dan
邯郸市,han'dan'shi
邯郸县,han'dan'xian
汉沽,han'gu
汉沽区,han'gu'qu
韩国,han'guo
邗江,han'jiang
涵江,han'jiang
邗江区,han'jiang'qu
涵江区,han'jiang'qu
汉南,han'nan
汉南区,han'nan'qu
邯山,han'shan
含山,han'shan
邯山区,han'shan'qu
含山县,han'shan'xian
汉寿,han'shou
汉寿县,han'shou'xian
汉台,han'tai
汉台区,han'tai'qu
寒亭,han'ting
寒亭区,han'ting'qu
汉阳,han'yang
汉阳区,han'yang'qu
汉阴,han'yin
汉阴县,han'yin'xian
汉源,han'yuan
汉源县,han'yuan'xian
汉中,han'zhong
汉中市,han'zhong'shi
汉族,han'zu
杭锦,hang'jin
杭锦后旗,hang'jin'hou'qi
杭锦旗,hang'jin'qi
行唐,hang'tang
杭州,hang'zhou
杭州市,hang'zhou'shi
豪兰岛,hao'lan'dao
河北,he'bei
河北区,he'bei'qu
河北省,he'bei'sheng
鹤壁,he'bi
鹤壁市,he'bi'shi
和布克赛尔,he'bu'ke'sai'er
和布克赛尔蒙古自治县,he'bu'ke'sai'er'meng'gu'zi'zhi'xian
鹤城,he'cheng
鹤城区,he'cheng'qu
河池,he'chi
河池地区,he'chi'di'qu
河池市,he'chi'shi
合川,he'chuan
合川市,he'chuan'shi
赫德岛,he'de'dao
赫德岛和麦克唐纳岛,he'de'dao'he'mai'ke'tang'na'dao
河东,he'dong
河东区,he'dong'qu
合肥,he'fei
合肥市,he'fei'shi
鹤峰,he'feng
鹤峰县,he'feng'xian
鹤岗,he'gang
鹤岗市,he'gang'shi
河间,he'jian
河间市,he'jian'shi
合江,he'jiang
合江县,he'jiang'xian
河津,he'jin
河津市,he'jin'shi
和静,he'jing
和静县,he'jing'xian
河口,he'kou
河口区,he'kou'qu
河口瑶族自治县,he'kou'yao'zu'zi'zhi'xian
荷兰,he'lan
贺兰,he'lan
荷兰属地,he'lan'shu'di
荷兰王国,he'lan'wang'guo
贺兰县,he'lan'xian
和林格尔,he'lin'ge'er
和林格尔县,he'lin'ge'er'xian
和龙,he'long
和龙市,he'long'shi
河南,he'nan
河南蒙古族自治县,he'nan'meng'gu'zu'zi'zhi'xian
河南省,he'nan'sheng
和平,he'ping
和平区,he'ping'qu
和平县,he'ping'xian
合浦,he'pu
河浦,he'pu
河浦区,he'pu'qu
合浦县,he'pu'xian
鹤庆,he'qing
鹤庆县,he'qing'xian
河曲,he'qu
河曲县,he'qu'xian
赫山,he'shan
鹤山,he'shan
合山,he'shan
赫山区,he'shan'qu
鹤山区,he'shan'qu
鹤山市,he'shan'shi
合山市,he'shan'shi
荷属安的列斯,he'shu'an'de'lie'si
合水,he'shui
合水县,he'shui'xian
和顺,he'shun
和顺县,he'shun'xian
和硕,he'shuo
和硕县,he'shuo'xian
荷塘,he'tang
荷塘区,he'tang'qu
和田,he'tian
和田地区,he'tian'di'qu
和田市,he'tian'shi
和田县,he'tian'xian
河西,he'xi
河西区,he'xi'qu
和县,he'xian
合阳,he'yang
合阳县,he'yang'xian
河源,he'yuan
河源市,he'yuan'shi
菏泽,he'ze
菏泽市,he'ze'shi
赫章,he'zhang
赫章县,he'zhang'xian
赫哲族,he'zhe'zu
和政,he'zheng
和政县,he'zheng'xian
贺州,he'zhou
贺州地区,he'zhou'di'qu
贺州市,he'zhou'shi
合作,he'zuo
合作市,he'zuo'shi
黑河,hei'he
黑河市,hei'he'shi
黑龙江,hei'long'jiang
黑龙江省,hei'long'jiang'sheng
黑塞哥维那,hei'sai'ge'wei'na
黑山,hei'shan
黑山县,hei'shan'xian
黑水,hei'shui
黑水县,hei'shui'xian
衡东,heng'dong
衡东县,heng'dong'xian
横峰,heng'feng
横峰县,heng'feng'xian
衡南,heng'nan
衡南县,heng'nan'xian
衡山,heng'shan
恒山,heng'shan
横山,heng'shan
恒山区,heng'shan'qu
衡山县,heng'shan'xian
横山县,heng'shan'xian
衡水,heng'shui
衡水市,heng'shui'shi
横县,heng'xian
衡阳,heng'yang
衡阳市,heng'yang'shi
衡阳县,heng'yang'xian
红安,hong'an
红安县,hong'an'xian
洪洞,hong'dong
洪洞县,hong'dong'xian
洪都拉斯,hong'du'la'si
洪都拉斯共和国,hong'du'la'si'gong'he'guo
红岗,hong'gang
红岗区,hong'gang'qu
红古,hong'gu
红古区,hong'gu'qu
红河,hong'he
红河哈尼族彝族自治州,hong'he'ha'ni'zu'yi'zu'zi'zhi'zhou
红河县,hong'he'xian
洪湖,hong'hu
洪湖市,hong'hu'shi
红花岗,hong'hua'gang
红花岗区,hong'hua'gang'qu
洪江,hong'jiang
洪江市,hong'jiang'shi
虹口,hong'kou
虹口区,hong'kou'qu
红旗,hong'qi
红旗区,hong'qi'qu
红桥,hong'qiao
红桥区,hong'qiao'qu
洪山,hong'shan
红山,hong'shan
洪山区,hong'shan'qu
红山区,hong'shan'qu
红塔,hong'ta
红塔区,hong'ta'qu
宏伟,hong'wei
宏伟区,hong'wei'qu
红星,hong'xing
红星区,hong'xing'qu
洪雅,hong'ya
洪雅县,hong'ya'xian
红原,hong'yuan
红原县,hong'yuan'xian
洪泽,hong'ze
洪泽县,hong'ze'xian
侯马,hou'ma
侯马市,hou'ma'shi
湖北,hu'bei
湖北省,hu'bei'sheng
湖滨,hu'bin
湖滨区,hu'bin'qu
壶关,hu'guan
壶关县,hu'guan'xian
呼和浩特,hu'he'hao'te
呼和浩特市,hu'he'hao'te'shi
湖口,hu'kou
湖口县,hu'kou'xian
呼兰,hu'lan
呼兰县,hu'lan'xian
湖里,hu'li
湖里区,hu'li'qu
虎林,hu'lin
虎林市,hu'lin'shi
葫芦岛,hu'lu'dao
葫芦岛市,hu'lu'dao'shi
呼伦贝尔,hu'lun'bei'er
呼伦贝尔盟,hu'lun'bei'er'meng
呼玛,hu'ma
呼玛县,hu'ma'xian
湖南,hu'nan
湖南省,hu'nan'sheng
虎丘,hu'qiu
虎丘区,hu'qiu'qu
虎亭,hu'ting
虎亭区,hu'ting'qu
呼图壁,hu'tu'bi
呼图壁县,hu'tu'bi'xian
户县,hu'xian
湖州,hu'zhou
湖州市,hu'zhou'shi
互助,hu'zhu
互助土族自治县,hu'zhu'tu'zu'zi'zhi'xian
华安,hua'an
华安县,hua'an'xian
华池,hua'chi
华池县,hua'chi'xian
桦川,hua'chuan
桦川县,hua'chuan'xian
化德,hua'de
化德县,hua'de'xian
桦甸,hua'dian
桦甸市,hua'dian'shi
花都,hua'du
花都区,hua'du'qu
花莲,hua'lian
花莲市,hua'lian'shi
花莲县,hua'lian'xian
化隆,hua'long
化隆回族自治县,hua'long'hui'zu'zi'zhi'xian
桦南,hua'nan
桦南县,hua'nan'xian
华宁,hua'ning
华宁县,hua'ning'xian
华坪,hua'ping
华坪县,hua'ping'xian
华容,hua'rong
华容区,hua'rong'qu
华容县,hua'rong'xian
花山,hua'shan
花山区,hua'shan'qu
华亭,hua'ting
华亭县,hua'ting'xian
花溪,hua'xi
花溪区,hua'xi'qu
华县,hua'xian
滑县,hua'xian
华阴,hua'yin
华阴市,hua'yin'shi
华莹,hua'ying
华莹市,hua'ying'shi
花垣,hua'yuan
花垣县,hua'yuan'xian
化州,hua'zhou
化州市,hua'zhou'shi
怀安,huai'an
淮安,huai'an
淮安市,huai'an'shi
怀安县,huai'an'xian
淮北,huai'bei
淮北市,huai'bei'shi
淮滨,huai'bin
淮滨县,huai'bin'xian
怀化,huai'hua
怀化市,huai'hua'shi
怀集,huai'ji
怀集县,huai'ji'xian
怀来,huai'lai
怀来县,huai'lai'xian
淮南,huai'nan
淮南市,huai'nan'shi
怀宁,huai'ning
怀宁县,huai'ning'xian
怀仁,huai'ren
怀仁县,huai'ren'xian
怀柔,huai'rou
怀柔县,huai'rou'xian
淮阳,huai'yang
淮阳县,huai'yang'xian
槐荫,huai'yin
淮阴,huai'yin
槐荫区,huai'yin'qu
淮阴区,huai'yin'qu
怀远,huai'yuan
怀远县,huai'yuan'xian
环翠,huan'cui
环翠区,huan'cui'qu
环江,huan'jiang
环江毛南族自治县,huan'jiang'mao'nan'zu'zi'zhi'xian
桓仁,huan'ren
桓仁满族自治县,huan'ren'man'zu'zi'zhi'xian
桓台,huan'tai
桓台县,huan'tai'xian
环县,huan'xian
潢川,huang'chuan
潢川县,huang'chuan'xian
黄岛,huang'dao
黄岛区,huang'dao'qu
黄冈,huang'gang
黄冈市,huang'gang'shi
皇姑,huang'gu
皇姑区,huang'gu'qu
黄骅,huang'hua
黄骅市,huang'hua'shi
黄陵,huang'ling
黄陵县,huang'ling'xian
黄龙,huang'long
黄龙县,huang'long'xian
黄梅,huang'mei
黄梅县,huang'mei'xian
黄南,huang'nan
黄南藏族自治州,huang'nan'zang'zu'zi'zhi'zhou
黄陂,huang'pi
黄陂区,huang'pi'qu
黄平,huang'ping
