阿尔塞斯,a'er'sai'si
宁静,ning'jing
宁静之雨,ning'jing'zhi'yu
牛头人,niu'tou'ren
牛头人酋长,niu'tou'ren'qiu'zhang
牛头人图腾,niu'tou'ren'tu'teng
农场,nong'chang
农民,nong'min
怒意狂击,nu'yi'kuang'ji
女猎流,nv'lie'liu
女猎手,nv'lie'shou
女王,nv'wang
女巫,nv'wu
迫击炮小队,pai'ji'pao'xiao'dui
拍拍,pai'pai
拍拍熊,pai'pai'xiong
胖子,pang'zi
跑什么,pao'shen'me
炮塔,pao'ta
咆哮,pao'xiao
喷冰,pen'bing
喷毒,pen'du
喷火,pen'huo
屁股猪,pi'gu'zhu
劈死他,pi'si'ta
劈他,pi'ta
皮靴,pi'xue
飘逸,piao'yi
撇锤,pie'chui
撇锤子,pie'chui'zi
撇斧,pie'fu
撇斧子,pie'fu'zi
瓶装蓝色药水,ping'zhuang'lan'se'yao'shui
破法,po'fa
破法点灯,po'fa'dian'deng
破法者,po'fa'zhe
普通,pu'tong
普通攻击,pu'tong'gong'ji
普通伤害,pu'tong'shang'hai
骑乘角鹰兽,qi'cheng'jiao'ying'shou
奇美拉,qi'mei'la
奇美拉栖木,qi'mei'la'qi'mu
欺骗者,qi'pian'zhe
崎岖外表,qi'qu'wai'biao
骑士,qi'shi
骑士加狮鹫,qi'shi'jia'shi'jiu
强盗,qiang'dao
强盗领主,qiang'dao'ling'zhu
强化图腾,qiang'hua'tu'teng
强化战鼓,qiang'hua'zhan'gu
强击光环,qiang'ji'guang'huan
强袭,qiang'xi
强袭装甲,qiang'xi'zhuang'jia
强制者,qiang'zhi'zhe
敲地,qiao'di
敲地板,qiao'di'ban
清晨酒馆,qing'chen'jiu'guan
青蜉蝣,qing'fu'you
轻甲,qing'jia
青龙,qing'long
青幼龙,qing'you'long
驱魔神符,qu'mo'shen'fu
驱散,qu'san
驱散模范,qu'san'mo'fan
驱逐,qu'zhu
劝化,quan'hua
全领域静默,quan'ling'yu'jing'mo
全能,quan'neng
全能骑士,quan'neng'qi'shi
全屏沉默,quan'ping'chen'mo
全屏雷,quan'ping'lei
拳套,quan'tao
全知浮雕,quan'zhi'fu'diao
群疗,qun'liao
群蛇守卫,qun'she'shou'wei
群体传送,qun'ti'chuan'song
群星坠落,qun'xing'zhui'luo
燃灰,ran'hui
燃烧,ran'shao
燃烧弹,ran'shao'dan
燃烧汽油,ran'shao'qi'you
绕树林,rao'shu'lin
热导飞弹,re'dao'fei'dan
刃甲,ren'jia
人类联盟,ren'lei'lian'meng
人马,ren'ma
人品啊,ren'pin'a
人品真好,ren'pin'zhen'hao
忍术,ren'shu
人仗熊势,ren'zhang'xiong'shi
人族,ren'zu
人族老农,ren'zu'lao'nong
人族万金油,ren'zu'wan'jin'you
人族一波流,ren'zu'yi'bo'liu
扔锤,reng'chui
扔人,reng'ren
日出酒馆,ri'chu'jiu'guan
撒旦,sa'dan
撒旦之邪力,sa'dan'zhi'xie'li
萨尔,sa'er
萨格拉斯,sa'ge'la'si
萨格拉斯之眼,sa'ge'la'si'zhi'yan
萨满,sa'man
萨满祭司,sa'man'ji'si
塞拉摩,sai'la'mo
赛特斯,sai'te'si
赛特斯之地狱使者,sai'te'si'zhi'di'yu'shi'zhe
赛特斯之黑暗舞者,sai'te'si'zhi'hei'an'wu'zhe
赛特斯之灵魂盗贼,sai'te'si'zhi'ling'hun'dao'zei
赛特斯之魔法师,sai'te'si'zhi'mo'fa'shi
散弹,san'dan
散华,san'hua
散华夜叉,san'hua'ye'cha
散失,san'shi
散失之刃,san'shi'zhi'ren
散夜,san'ye
散夜对剑,san'ye'dui'jian
扫射,sao'she
森林巨魔,sen'lin'ju'mo
森林之眼,sen'lin'zhi'yan
沙王,sha'wang
山崩,shan'beng
闪避,shan'bi
闪避护符,shan'bi'hu'fu
闪电,shan'dian
闪电盾牌,shan'dian'dun'pai
闪电链,shan'dian'lian
闪电权杖,shan'dian'quan'zhang
闪电蜥蜴,shan'dian'xi'yi
闪电幽魂,shan'dian'you'hun
闪电之球,shan'dian'zhi'qiu
闪光弹,shan'guang'dan
山岭,shan'ling
山岭巨人,shan'ling'ju'ren
山丘,shan'qiu
山丘之王,shan'qiu'zhi'wang
闪烁,shan'shuo
闪烁突袭,shan'shuo'tu'xi
山王,shan'wang
上单,shang'dan
上帝之手,shang'di'zhi'shou
伤害加深,shang'hai'jia'shen
赏金,shang'jin
赏金猎人,shang'jin'lie'ren
上路,shang'lu
上路单,shang'lu'dan
上路有符,shang'lu'you'fu
上有符,shang'you'fu
哨兵,shao'bing
烧刀,shao'dao
烧魔,shao'mo
哨塔,shao'ta
蛇棒,she'bang
蛇棒子,she'bang'zi
蛇发女妖,she'fa'nv'yao
射击术,she'ji'shu
射手天赋,she'shou'tian'fu
神出鬼没,shen'chu'gui'mo
神灵,shen'ling
神灵武士,shen'ling'wu'shi
神龙摆尾,shen'long'bai'wei
神秘藏宝室,shen'mi'cang'bao'shi
神秘法杖,shen'mi'fa'zhang
神秘圣地,shen'mi'sheng'di
神秘之塔,shen'mi'zhi'ta
神牛,shen'niu
神器,shen'qi
神圣法杖,shen'sheng'fa'zhang
神圣护盾,shen'sheng'hu'dun
神圣劝化,shen'sheng'quan'hua
神圣伤害,shen'sheng'shang'hai
神圣药水,shen'sheng'yao'shui
深渊,shen'yuan
深渊领主,shen'yuan'ling'zhu
深渊魔王,shen'yuan'mo'wang
神杖,shen'zhang
神之力量,shen'zhi'li'liang
盛殿,sheng'dian
圣殿指环,sheng'dian'zhi'huan
圣光,sheng'guang
升级狂战士,sheng'ji'kuang'zhan'shi
圣剑,sheng'jian
生命护身符,sheng'ming'hu'shen'fu
生命回复,sheng'ming'hui'fu
生命手册,sheng'ming'shou'ce
生命吮吸,sheng'ming'shun'xi
生命吸取,sheng'ming'xi'qu
生命药水,sheng'ming'yao'shui
生命之泉,sheng'ming'zhi'quan
生命之树,sheng'ming'zhi'shu
圣骑,sheng'qi
圣骑士,sheng'qi'shi
圣堂,sheng'tang
圣堂刺客,sheng'tang'ci'ke
盛宴,sheng'yan
圣者,sheng'zhe
圣者遗物,sheng'zhe'yi'wu
市场,shi'chang
时光蜘蛛,shi'guang'zhi'zhu
时间结界,shi'jian'jie'jie
时间漫游,shi'jian'man'you
时间锁定,shi'jian'suo'ding
时间指示器,shi'jian'zhi'shi'qi
狮鹫笼,shi'jiu'long
狮鹫骑士,shi'jiu'qi'shi
食人魔力量手套,shi'ren'mo'li'liang'shou'tao
食人魔魔法师,shi'ren'mo'mo'fa'shi
食人魔手套,shi'ren'mo'shou'tao
侍僧,shi'seng
食尸,shi'shi
食尸鬼,shi'shi'gui
食尸鬼狂热,shi'shi'gui'kuang're
食尸鬼王臂章,shi'shi'gui'wang'bi'zhang
石像鬼,shi'xiang'gui
石像形态,shi'xiang'xing'tai
嗜血,shi'xue
嗜血牛头流,shi'xue'niu'tou'liu
嗜血术,shi'xue'shu
守护天使,shou'hu'tian'shi
守护指环,shou'hu'zhi'huan
收集尸体,shou'ji'shi'ti
兽栏,shou'lan
兽人地洞,shou'ren'di'dong
兽人斧,shou'ren'fu
手套,shou'tao
兽王,shou'wang
守望者,shou'wang'zhe
手选,shou'xuan
受折磨的灵魂,shou'zhe'mo'de'ling'hun
兽之狂暴,shou'zhi'kuang'bao
手镯,shou'zhuo
兽族,shou'zu
兽族步兵,shou'zu'bu'bing
兽族部落,shou'zu'bu'luo
兽族老农,shou'zu'lao'nong
树根缠绕,shu'gen'chan'rao
曙光酒馆,shu'guang'jiu'guan
树精卫士,shu'jing'wei'shi
树林,shu'lin
树魔高级牧师,shu'mo'gao'ji'mu'shi
树魔狂战士,shu'mo'kuang'zhan'shi
树魔猎手,shu'mo'lie'shou
树魔首领,shu'mo'shou'ling
树魔影子牧师,shu'mo'ying'zi'mu'shi
树人,shu'ren
术士,shu'shi
属性,shu'xing
属性点,shu'xing'dian
属性附加,shu'xing'fu'jia
树眼,shu'yan
树妖,shu'yao
树枝,shu'zhi
赎罪,shu'zui
刷新,shua'xin
刷新球,shua'xin'qiu
双倍,shuang'bei
双倍攻击,shuang'bei'gong'ji
双倍攻击神符,shuang'bei'gong'ji'shen'fu
双倍神符,shuang'bei'shen'fu
霜冻,shuang'dong
霜冻护甲,shuang'dong'hu'jia
霜冻新星,shuang'dong'xin'xing
霜冻之箭,shuang'dong'zhi'jian
霜冻之球,shuang'dong'zhi'qiu
双刃剑,shuang'ren'jian
双头龙,shuang'tou'long
霜之新星,shuang'zhi'xin'xing
双足飞龙,shuang'zu'fei'long
谁敢和我争这个火炬手我就把他带走,shui'gan'he'wo'zheng'zhe'ge'huo'ju'shou'wo'jiu'ba'ta'dai'zou
水晶,shui'jing
水晶阿卡那瑟德,shui'jing'a'ka'na'se'de
水晶剑,shui'jing'jian
水晶球,shui'jing'qiu
水晶室女,shui'jing'shi'nv
睡了,shui'le
睡眠,shui'mian
水人,shui'ren
睡他们,shui'ta'men
水元素,shui'yuan'su
四保一,si'bao'yi
斯嘉蒂之眼,si'jia'di'zhi'yan
撕裂伤口,si'lie'shang'kou
死灵,si'ling
死灵法,si'ling'fa
死灵法师,si'ling'fa'shi
死灵飞龙,si'ling'fei'long
死灵龙,si'ling'long
死灵书,si'ling'shu
死骑,si'qi
死亡,si'wang
死亡缠绕,si'wang'chan'rao
死亡凋零,si'wang'diao'ling
死亡面具,si'wang'mian'ju
死亡面罩,si'wang'mian'zhao
死亡骑士,si'wang'qi'shi
死亡契约,si'wang'qi'yue
死亡先知,si'wang'xian'zhi
死亡之书,si'wang'zhi'shu
速度卷轴,su'du'juan'zhou
速度神符,su'du'shen'fu
速度之靴,su'du'zhi'xue
酸性喷雾,suan'xing'pen'wu
酸性炸弹,suan'xing'zha'dan
碎骨锤,sui'gu'chui
随机,sui'ji
碎片攻击,sui'pian'gong'ji
锁子甲,suo'zi'jia
探测隐形,tan'ce'yin'xing
弹钢琴,tan'gang'qin
套壳子,tao'ke'zi
套套子,tao'tao'zi
逃脱匕首,tao'tuo'bi'shou
替换,ti'huan
提升能力型,ti'sheng'neng'li'xing
填充型,tian'chong'xing
天地鬼,tian'di'gui
天地双鬼,tian'di'shuang'gui
天黑了,tian'hei'le
天神下凡,tian'shen'xia'fan
天灾骨钟,tian'zai'gu'zhong
跳啊,tiao'a
跳他,tiao'ta
跳跃,tiao'yue
挑战,tiao'zhan
挑战头巾,tiao'zhan'tou'jin
铁匠铺,tie'jiang'pu
铁树枝干,tie'shu'zhi'gan
铁意头盔,tie'yi'tou'kui
痛苦,tong'ku
痛苦尖叫,tong'ku'jian'jiao
痛苦女王,tong'ku'nv'wang
痛苦之源,tong'ku'zhi'yuan
通灵塔,tong'ling'ta
头巾,tou'jin
投矛,tou'mao
投刃车,tou'ren'che
透视,tou'shi
投石车,tou'shi'che
偷塔,tou'ta
投掷,tou'zhi
投掷飞镖,tou'zhi'fei'biao
土匪,tu'fei
屠夫,tu'fu
秃鹫,tu'jiu
图斯卡尔格斗者,tu'si'ka'er'ge'dou'zhe
图斯卡尔猎人,tu'si'ka'er'lie'ren
图斯卡尔男巫,tu'si'ka'er'nan'wu
图斯卡尔枪兵,tu'si'ka'er'qiang'bing
图斯卡尔酋长,tu'si'ka'er'qiu'zhang
图斯卡尔巫师,tu'si'ka'er'wu'shi
图斯卡尔战士,tu'si'ka'er'zhan'shi
土熊猫,tu'xiong'mao
屠宰场,tu'zai'chang
推啊,tui'a
退化,tui'hua
退化光环,tui'hua'guang'huan
推进,tui'jin
推塔,tui'ta
吞噬,tun'shi
吞噬魔法,tun'shi'mo'fa
挖掘尸体,wa'jue'shi'ti
袜子,wa'zi
外壳,wai'ke
万火焚身,wan'huo'fen'shen
万金油,wan'jin'you
晚上了,wan'shang'le
王冠,wang'guan
亡灵法师,wang'ling'fa'shi
网住,wang'zhu
微恢复药水,wei'hui'fu'yao'shui
猥琐流,wei'suo'liu
唯一装备,wei'yi'zhuang'bei
无敌,wu'di
无敌黑暗猎人,wu'di'hei'an'lie'ren
无敌黑暗舞者,wu'di'hei'an'wu'zhe
无敌狂暴者,wu'di'kuang'bao'zhe
无敌药水,wu'di'yao'shui
巫毒,wu'du
巫毒商店,wu'du'shang'dian
无甲,wu'jia
无名恐怖者,wu'ming'kong'bu'zhe
无名骗士,wu'ming'pian'shi
无名死灵,wu'ming'si'ling
巫师变节者,wu'shi'bian'jie'zhe
无视地形,wu'shi'di'xing
无视魔法免疫,wu'shi'mo'fa'mian'yi
巫师学徒,wu'shi'xue'tu
巫术之杖,wu'shu'zhi'zhang
无维修费用,wu'wei'xiu'fei'yong
乌鸦,wu'ya
巫妖,wu'yao
巫妖王,wu'yao'wang
午夜凋零,wu'ye'diao'ling
午夜酒馆,wu'ye'jiu'guan
巫医,wu'yi
无用挂件,wu'yong'gua'jian
西尔瓦娜斯,xi'er'wa'na'si
洗礼,xi'li
希梅斯特的掠夺,xi'mei'si'te'de'lue'duo
吸人,xi'ren
牺牲,xi'sheng
牺牲深渊,xi'sheng'shen'yuan
西瓦的守护,xi'wa'de'shou'hu
吸血,xi'xue
吸血光环,xi'xue'guang'huan
吸血鬼的祭品,xi'xue'gui'de'ji'pin
吸血药水,xi'xue'yao'shui
蜥蜴怪物,xi'yi'guai'wu
下单,xia'dan
下路,xia'lu
下路单,xia'lu'dan
下路有符,xia'lu'you'fu
下有符,xia'you'fu
先锋,xian'feng
先锋盾,xian'feng'dun
献祭,xian'ji
陷阱,xian'jing
陷阱守卫,xian'jing'shou'wei
仙女,xian'nv
仙女龙,xian'nv'long
先网,xian'wang
显影之尘,xian'ying'zhi'chen
贤者,xian'zhe
先知,xian'zhi
相位转移,xiang'wei'zhuan'yi
小刀,xiao'dao
小德,xiao'de
小电,xiao'dian
小电锤,xiao'dian'chui
小盾,xiao'dun
小斧,xiao'fu
小复活神符,xiao'fu'huo'shen'fu
小狗,xiao'gou
效果无视魔法免疫,xiao'guo'wu'shi'mo'fa'mian'yi
消耗型,xiao'hao'xing
小黑,xiao'hei
小回复卷轴,xiao'hui'fu'juan'zhou
小恢复药水,xiao'hui'fu'yao'shui
小鸡,xiao'ji
小净化药水,xiao'jing'hua'yao'shui
小精灵,xiao'jing'ling
小酒馆,xiao'jiu'guan
小路,xiao'lu
小鹿,xiao'lu
消魔,xiao'mo
小魔法神符,xiao'mo'fa'shen'fu
小娜迦,xiao'na'jia
小强,xiao'qiang
小枪,xiao'qiang
小强蜘蛛流,xiao'qiang'zhi'zhu'liu
小人,xiao'ren
枭兽,xiao'shou
小蜥蜴,xiao'xi'yi
小小,xiao'xiao
小小强,xiao'xiao'qiang
小震,xiao'zhen
小治疗神符,xiao'zhi'liao'shen'fu
小蜘蛛,xiao'zhi'zhu
邪恶光环,xie'e'guang'huan
邪恶狂热,xie'e'kuang're
邪恶镰刀,xie'e'lian'dao
邪恶漫步者,xie'e'man'bu'zhe
邪恶撒旦之力,xie'e'sa'dan'zhi'li
邪恶执著,xie'e'zhi'zhuo
协同,xie'tong
卸下尸体,xie'xia'shi'ti
鞋子,xie'zi
心灵之火,xin'ling'zhi'huo
新星,xin'xing
新月之痕,xin'yue'zhi'hen
星落,xing'luo
熊德,xiong'de
熊怪,xiong'guai
熊怪萨满,xiong'guai'sa'man
熊怪萨满长者,xiong'guai'sa'man'zhang'zhe
熊怪首领,xiong'guai'shou'ling
熊怪乌萨战士,xiong'guai'wu'sa'zhan'shi
熊怪追踪者,xiong'guai'zhui'zong'zhe
熊鹿,xiong'lu
熊鹿流,xiong'lu'liu
熊猫,xiong'mao
熊猫酒仙,xiong'mao'jiu'xian
熊形态,xiong'xing'tai
熊战士,xiong'zhan'shi
修补,xiu'bu
修补匠,xiu'bu'jiang
秀逗魔导师,xiu'dou'mo'dao'shi
虚空,xu'kong
虚空假面,xu'kong'jia'mian
虚无宝石,xu'wu'bao'shi
虚无状态,xu'wu'zhuang'tai
玄冥盾牌,xuan'ming'dun'pai
玄铁锤,xuan'tie'chui
漩涡,xuan'wo
眩晕,xuan'yun
血精,xue'jing
血精灵,xue'jing'ling
血精石,xue'jing'shi
血魔,xue'mo
血魔法师,xue'mo'fa'shi
血魔球,xue'mo'qiu
血球,xue'qiu
血浴之母,xue'yu'zhi'mu
驯兽师,xun'shou'shi
压人,ya'ren
压制,ya'zhi
烟幕,yan'mu
岩石傀儡,yan'shi'kui'lei
岩石印记,yan'shi'yin'ji
羊刀,yang'dao
养人,yang'ren
羊杖,yang'zhang
腰带,yao'dai
遥控炸弹,yao'kong'zha'dan
摇瓶子,yao'ping'zi
要塞,yao'sai
妖术,yao'shu
夜叉,ye'cha
夜魔,ye'mo
夜幕中的狩猎者,ye'mu'zhong'de'shou'lie'zhe
野兽幽魂,ye'shou'you'hun
夜晚狩猎者,ye'wan'shou'lie'zhe
野性护符,ye'xing'hu'fu
野性呼唤,ye'xing'hu'huan
野性护身符,ye'xing'hu'shen'fu
野性之斧,ye'xing'zhi'fu
夜之酒馆,ye'zhi'jiu'guan
一波流,yi'bo'liu
移动,yi'dong
移动速度,yi'dong'su'du
异教徒,yi'jiao'tu
伊利丹,yi'li'dan
医疗,yi'liao
医疗波,yi'liao'bo
医疗剂,yi'liao'ji
艺人面罩,yi'ren'mian'zhao
遗忘法师,yi'wang'fa'shi
移形换位,yi'xing'huan'wei
隐啊,yin'a
隐藏商店,yin'cang'shang'dian
隐刺,yin'ci
隐刀,yin'dao
隐了,yin'le
隐匿,yin'ni
引燃,yin'ran
隐身,yin'shen
隐身神符,yin'shen'shen'fu
隐身术,yin'shen'shu
隐身药水,yin'shen'yao'shui
隐形,yin'xing
隐形刺客,yin'xing'ci'ke
阴影之狼,yin'ying'zhi'lang
影遁,ying'dun
硬弓,ying'gong
硬化皮肤,ying'hua'pi'fu
鹰角弓,ying'jiao'gong
影魔,ying'mo
鹰身女妖风暴巫师,ying'shen'nv'yao'feng'bao'wu'shi
鹰身女妖流氓,ying'shen'nv'yao'liu'mang
鹰身女妖女皇,ying'shen'nv'yao'nv'huang
鹰身女妖巫婆,ying'shen'nv'yao'wu'po
英雄,ying'xiong
英雄攻击,ying'xiong'gong'ji
英勇头盔,ying'yong'tou'kui
永恒之树,yong'heng'zhi'shu
永久型,yong'jiu'xing
永久隐身,yong'jiu'yin'shen
勇气勋章,yong'qi'xun'zhang
诱捕,you'bu
有符,you'fu
幽鬼,you'gui
诱惑,you'huo
幽灵系带,you'ling'ji'dai
幽灵之狼,you'ling'zhi'lang
游侠,you'xia
有眼,you'yan
玉蝴蝶流,yu'hu'die'liu
育母蜘蛛,yu'mu'zhi'zhu
淤泥怪物,yu'ni'guai'wu
淤泥投手,yu'ni'tou'shou
淤泥战士,yu'ni'zhan'shi
鱼人,yu'ren
鱼人守卫,yu'ren'shou'wei
鱼人碎击,yu'ren'sui'ji
余震,yu'zhen
圆盾,yuan'dun
远古神灵,yuan'gu'shen'ling
远古之树,yuan'gu'zhi'shu
圆环,yuan'huan
原始咆哮,yuan'shi'pao'xiao
元素分离,yuan'su'fen'li
远行鞋,yuan'xing'xie
月光,yue'guang
月井,yue'jing
月女,yue'nv
月骑,yue'qi
月刃,yue'ren
月神箭,yue'shen'jian
月神之箭,yue'shen'zhi'jian
月蚀,yue'shi
月之暗面,yue'zhi'an'mian
月之女祭司,yue'zhi'nv'ji'si
月之骑士,yue'zhi'qi'shi
月之祝福,yue'zhi'zhu'fu
晕锤,yun'chui
云雾,yun'wu
晕眩,yun'xuan
砸地,za'di
砸地板,za'di'ban
灾祸树人,zai'huo'shu'ren
再装填,zai'zhuang'tian
凿他,zao'ta
怎么不换,zen'me'bu'huan
憎恶,zeng'wu
憎恶毁灭流,zeng'wu'hui'mie'liu
炸弹,zha'dan
炸弹人,zha'dan'ren
战斗嚎叫,zhan'dou'hao'jiao
战歌之鼓,zhan'ge'zhi'gu
战鼓,zhan'gu
战棍,zhan'gun
占据,zhan'ju
战意,zhan'yi
战争古树,zhan'zheng'gu'shu
战争践踏,zhan'zheng'jian'ta
战争傀儡,zhan'zheng'kui'lei
战争磨坊,zhan'zheng'mo'fang
长大,zhang'da
招宝宝,zhao'bao'bao
召唤,zhao'huan
召唤豪猪,zhao'huan'hao'zhu
召唤师,zhao'huan'shi
召唤树人,zhao'huan'shu'ren
召唤熊,zhao'huan'xiong
召唤熊灵,zhao'huan'xiong'ling
召唤岩浆怪,zhao'huan'yan'jiang'guai
召唤战鹰,zhao'huan'zhan'ying
召集民兵,zhao'ji'min'bing
招鸟,zhao'niao
招猪,zhao'zhu
折光,zhe'guang
侦察守卫,zhen'cha'shou'wei
振奋,zhen'fen
振奋宝石,zhen'fen'bao'shi
震撼大地,zhen'han'da'di
震魂,zhen'hun
振魂石,zhen'hun'shi
真龙形态,zhen'long'xing'tai
真身,zhen'shen
真视宝石,zhen'shi'bao'shi
真实视野,zhen'shi'shi'ye
真眼,zhen'yan
正补,zheng'bu
蒸汽坦克,zheng'qi'tan'ke
智慧披风,zhi'hui'pi'feng
智慧之刃,zhi'hui'zhi'ren
智慧之书,zhi'hui'zhi'shu
智力,zhi'li
智力斗篷,zhi'li'dou'peng
智力型,zhi'li'xing
治疗,zhi'liao
治疗卷轴,zhi'liao'juan'zhou
治疗喷雾,zhi'liao'pen'wu
治疗神符,zhi'liao'shen'fu
治疗守卫,zhi'liao'shou'wei
治疗指环,zhi'liao'zhi'huan
致盲,zhi'mang
致命一击,zhi'ming'yi'ji
支配,zhi'pei
支配头盔,zhi'pei'tou'kui
知识之书,zhi'shi'zhi'shu
蜘蛛,zhi'zhu
蜘蛛流,zhi'zhu'liu
忠诚考验,zhong'cheng'kao'yan
中单,zhong'dan
中和权杖,zhong'he'quan'zhang
重击,zhong'ji
中甲,zhong'jia
重甲,zhong'jia
中立英雄,zhong'li'ying'xiong
中路,zhong'lu
中路单,zhong'lu'dan
众神之王,zhong'shen'zhi'wang
蛛网,zhu'wang
蛛网怪女皇,zhu'wang'guai'nv'huang
蛛网怪首领,zhu'wang'guai'shou'ling
蛛网怪预言者,zhu'wang'guai'yu'yan'zhe
蛛网怪战士,zhu'wang'guai'zhan'shi
蛛网怪织网者,zhu'wang'guai'zhi'wang'zhe
爪子,zhua'zi
转化,zhuan'hua
专家级利爪德鲁依训练,zhuan'jia'ji'li'zhua'de'lu'yi'xun'lian
专家级灵魂行者训练,zhuan'jia'ji'ling'hun'xing'zhe'xun'lian
专家级猛禽德鲁依训练,zhuan'jia'ji'meng'qin'de'lu'yi'xun'lian
专家级牧师训练,zhuan'jia'ji'mu'shi'xun'lian
专家级女巫训练,zhuan'jia'ji'nv'wu'xun'lian
专家级女妖训练,zhuan'jia'ji'nv'yao'xun'lian
专家级萨满训练,zhuan'jia'ji'sa'man'xun'lian
专家级亡灵巫师训练,zhuan'jia'ji'wang'ling'wu'shi'xun'lian
专家级巫医训练,zhuan'jia'ji'wu'yi'xun'lian
专注光环,zhuan'zhu'guang'huan
装备唯一,zhuang'bei'wei'yi
追踪,zhui'zong
追踪术,zhui'zong'shu
灼热之箭,zhuo're'zhi'jian
自爆,zi'bao
自动之火,zi'dong'zhi'huo
自然之力,zi'ran'zhi'li
自然之怒,zi'ran'zhi'nu
自然之助,zi'ran'zhi'zhu
自杀,zi'sha
自杀攻击,zi'sha'gong'ji
紫怨,zi'yuan
资源,zi'yuan
紫怨之杖,zi'yuan'zhi'zhang
走位,zou'wei
诅咒,zu'zhou
钻地,zuan'di
最后遗言,zui'hou'yi'yan
醉酒云雾,zui'jiu'yun'wu
醉拳,zui'quan
